,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,1700,2200,-1,
1,2,1,1,0,0,0,216,195,497,74,-1,
2,3,1,1,1,0,0,216,195,497,74,-1,
3,4,1,1,1,1,0,216,195,497,39,-1,
4,5,1,1,1,1,1,216,212,39,22,84,az
5,5,1,1,1,1,2,271,195,142,35,96,United
6,5,1,1,1,1,3,433,195,124,35,95,States
7,5,1,1,1,1,4,576,196,137,34,96,Patent
8,4,1,1,1,2,0,270,246,68,23,-1,
9,5,1,1,1,2,1,270,246,68,23,96,Aoki
10,2,1,2,0,0,0,900,46,41,60,-1,
11,3,1,2,1,0,0,900,46,41,60,-1,
12,4,1,2,1,1,0,900,46,41,60,-1,
13,5,1,2,1,1,1,900,46,41,60,95, 
14,2,1,3,0,0,0,1059,111,192,20,-1,
15,3,1,3,1,0,0,1059,111,192,20,-1,
16,4,1,3,1,1,0,1059,111,192,20,-1,
17,5,1,3,1,1,1,1059,111,192,20,88,US010143033B2
18,2,1,4,0,0,0,1169,202,292,73,-1,
19,3,1,4,1,0,0,1169,202,292,73,-1,
20,4,1,4,1,1,0,1169,202,292,34,-1,
21,5,1,4,1,1,1,1169,202,48,28,95,US
22,5,1,4,1,1,2,1233,202,171,34,93,"10,143,033"
23,5,1,4,1,1,3,1418,202,43,27,89,B2
24,4,1,4,1,2,0,1267,246,189,29,-1,
25,5,1,4,1,2,1,1267,246,64,23,96,Nov.
26,5,1,4,1,2,2,1342,246,40,29,96,"27,"
27,5,1,4,1,2,3,1392,246,64,23,96,2018
28,2,1,5,0,0,0,1095,213,22,21,-1,
29,3,1,5,1,0,0,1095,213,22,21,-1,
30,4,1,5,1,1,0,1095,213,22,21,-1,
31,5,1,5,1,1,1,1095,213,22,21,95,  
32,2,1,6,0,0,0,898,207,270,67,-1,
33,3,1,6,1,0,0,898,207,270,67,-1,
34,4,1,6,1,1,0,898,207,197,28,-1,
35,5,1,6,1,1,1,898,212,40,23,93,(10)
36,5,1,6,1,1,2,952,207,91,23,95,Patent
37,5,1,6,1,1,3,1056,207,39,23,96,No
38,4,1,6,1,2,0,898,246,270,28,-1,
39,5,1,6,1,2,1,898,251,40,23,95,(45)
40,5,1,6,1,2,2,952,246,65,23,96,Date
41,5,1,6,1,2,3,1030,246,29,23,96,of
42,5,1,6,1,2,4,1068,246,100,23,96,Patent:
43,2,1,7,0,0,0,214,291,1249,4,-1,
44,3,1,7,1,0,0,214,291,1249,4,-1,
45,4,1,7,1,1,0,214,291,1249,4,-1,
46,5,1,7,1,1,1,214,291,1249,4,95, 
47,2,1,8,0,0,0,216,335,537,206,-1,
48,3,1,8,1,0,0,216,335,467,22,-1,
49,4,1,8,1,1,0,216,335,467,22,-1,
50,5,1,8,1,1,1,216,335,39,22,95,(54)
51,5,1,8,1,1,2,282,335,240,17,95,COMMUNICATIONS
52,5,1,8,1,1,3,530,335,153,21,96,"APPARATUS,"
53,3,1,8,2,0,0,282,363,442,21,-1,
54,4,1,8,2,1,0,282,363,442,21,-1,
55,5,1,8,2,1,1,282,363,125,17,94,CONTROL
56,5,1,8,2,1,2,414,363,120,21,94,"METHOD,"
57,5,1,8,2,1,3,541,363,54,17,95,AND
58,5,1,8,2,1,4,605,363,119,17,96,STORAGE
59,3,1,8,3,0,0,282,391,109,17,-1,
60,4,1,8,3,1,0,282,391,109,17,-1,
61,5,1,8,3,1,1,282,391,109,17,79,MEDIUM
62,3,1,8,4,0,0,216,443,537,50,-1,
63,4,1,8,4,1,0,216,443,537,23,-1,
64,5,1,8,4,1,1,216,443,39,23,68,(71)
65,5,1,8,4,1,2,281,443,103,23,72,Applicant:
66,5,1,8,4,1,3,398,444,91,17,93,CANON
67,5,1,8,4,1,4,498,444,143,17,92,KABUSHIKI
68,5,1,8,4,1,5,651,444,102,21,96,"KAISHA,"
69,4,1,8,4,2,0,398,470,111,23,-1,
70,5,1,8,4,2,1,398,470,62,23,96,Tokyo
71,5,1,8,4,2,2,471,470,38,23,96,(JP)
72,3,1,8,5,0,0,282,524,89,17,-1,
73,4,1,8,5,1,0,282,524,89,17,-1,
74,5,1,8,5,1,1,282,524,89,17,96,Inventor:
75,2,1,9,0,0,0,216,523,478,23,-1,
76,3,1,9,1,0,0,216,523,478,23,-1,
