,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,1700,2200,-1,
1,2,1,1,0,0,0,216,195,497,39,-1,
2,3,1,1,1,0,0,216,195,497,39,-1,
3,4,1,1,1,1,0,216,195,497,39,-1,
4,5,1,1,1,1,1,216,212,39,22,84,az
5,5,1,1,1,1,2,271,195,142,35,96,United
6,5,1,1,1,1,3,433,195,124,35,95,States
7,5,1,1,1,1,4,576,196,137,34,96,Patent
8,2,1,2,0,0,0,821,42,647,68,-1,
9,3,1,2,1,0,0,821,42,647,68,-1,
10,4,1,2,1,1,0,821,42,647,68,-1,
11,5,1,2,1,1,1,821,42,647,68,95, 
12,2,1,3,0,0,0,1059,111,192,20,-1,
13,3,1,3,1,0,0,1059,111,192,20,-1,
14,4,1,3,1,1,0,1059,111,192,20,-1,
15,5,1,3,1,1,1,1059,111,192,20,89,US010142894B2
16,2,1,4,0,0,0,898,202,563,34,-1,
17,3,1,4,1,0,0,898,202,563,34,-1,
18,4,1,4,1,1,0,898,202,563,34,-1,
19,5,1,4,1,1,1,898,212,40,23,95,(10)
20,5,1,4,1,1,2,952,207,91,23,93,Patent
21,5,1,4,1,1,3,1056,207,57,23,77,No.:
22,5,1,4,1,1,4,1169,202,48,28,95,US
23,5,1,4,1,1,5,1233,202,171,34,93,"10,142,894"
24,5,1,4,1,1,6,1418,202,43,27,93,B2
25,2,1,5,0,0,0,214,291,1249,4,-1,
26,3,1,5,1,0,0,214,291,1249,4,-1,
27,4,1,5,1,1,0,214,291,1249,4,-1,
28,5,1,5,1,1,1,214,291,1249,4,95, 
29,2,1,6,0,0,0,216,246,1250,1310,-1,
30,3,1,6,1,0,0,216,246,1250,1310,-1,
31,4,1,6,1,1,0,271,246,1185,30,-1,
32,5,1,6,1,1,1,271,246,111,30,91,Himayat
33,5,1,6,1,1,2,383,248,36,21,96,et
34,5,1,6,1,1,3,421,246,54,23,95,al.
35,5,1,6,1,1,4,898,251,40,23,95,(45)
36,5,1,6,1,1,5,952,246,65,23,96,Date
37,5,1,6,1,1,6,1030,246,29,23,96,of
38,5,1,6,1,1,7,1068,246,100,23,96,Patent:
39,5,1,6,1,1,8,1267,246,64,23,96,Nov.
40,5,1,6,1,1,9,1342,246,40,29,96,"27,"
41,5,1,6,1,1,10,1392,246,64,23,96,2018
42,4,1,6,1,2,0,216,334,797,23,-1,
43,5,1,6,1,2,1,216,335,39,22,84,(54)
44,5,1,6,1,2,2,282,335,402,17,84,INTERWORKING/CO-EXISTENCE
45,5,1,6,1,2,3,694,335,34,17,96,OF
46,5,1,6,1,2,4,865,334,40,23,76,(52)
47,5,1,6,1,2,5,931,335,43,17,76,U.S.
48,5,1,6,1,2,6,984,335,29,17,70,Cl.
49,4,1,6,1,3,0,282,362,1180,23,-1,
50,5,1,6,1,3,1,282,363,165,17,93,INTEGRATED
51,5,1,6,1,3,2,455,363,147,17,91,WLAN/3GPP
52,5,1,6,1,3,3,609,363,50,17,96,RAT
53,5,1,6,1,3,4,931,363,45,17,88,CPC
54,5,1,6,1,3,5,990,377,47,3,24,wee
55,5,1,6,1,3,6,1056,363,70,17,68,HO4W
56,5,1,6,1,3,7,1130,363,83,17,96,36/0066
57,5,1,6,1,3,8,1222,363,102,22,92,(2013.01);
58,5,1,6,1,3,9,1333,363,67,17,87,HO4W
59,5,1,6,1,3,10,1407,362,55,18,96,84/12
60,4,1,6,1,4,0,281,390,1185,23,-1,
61,5,1,6,1,4,1,281,391,217,17,96,ARCHITECTURES
62,5,1,6,1,4,2,507,391,70,17,96,WITH
63,5,1,6,1,4,3,587,391,106,17,95,LEGACY
64,5,1,6,1,4,4,1037,390,102,23,91,(2013.01);
65,5,1,6,1,4,5,1148,391,67,17,40,HO4W
66,5,1,6,1,4,6,1222,390,57,18,96,88/06
67,5,1,6,1,4,7,1287,390,103,23,78,(2013.01);
68,5,1,6,1,4,8,1398,391,68,17,65,Ho4w
69,4,1,6,1,5,0,281,418,1181,23,-1,
70,5,1,6,1,5,1,281,418,147,17,90,WLAN/3GPP
71,5,1,6,1,5,2,436,418,206,17,91,INTERWORKING
72,5,1,6,1,5,3,652,418,143,17,96,SOLUTIONS
73,5,1,6,1,5,4,1301,418,56,17,96,88/10
74,5,1,6,1,5,5,1366,418,96,23,96,(2013.01)
75,4,1,6,1,6,0,333,448,912,27,-1,
76,5,1,6,1,6,1,333,470,3,3,16,.
77,5,1,6,1,6,2,557,471,4,4,48,.
